Status,Updated SP,Sales Price,Cost Price,Qty,Model Name,Processor,RAM,Type - Slots,SSD,Display Size,Battery Capacity/Health,Features,Comments
Available,,,75000,1,MacBook Air 2019,i5-10th gen,8,fix,128,"13""",,,
